9.88267,6.42988,16.312549999999998
3.79308,3.36626,7.15934
7.222,6.39509,13.617090000000001
5.76754,5.74651,11.514050000000001
6.42988,0.41107,6.840949999999999
0.43426,8.37919,8.81345
0.33655,2.36808,2.70463
6.92103,8.08642,15.00745
5.72953,0.92182,6.65135
5.50755,3.84136,9.34891
8.41522,3.36626,11.78148
5.76754,5.72953,11.49707
7.75349,8.39883,16.15232
2.78691,0.83128,3.6181900000000002
3.18803,9.59422,12.78225
8.39068,3.48924,11.87992
8.75369,5.1333,13.88699
3.27357,0.28436,3.55793
6.39509,0.33655,6.73164
2.64564,0.13986,2.7855000000000003
1.86359,0.41107,2.27466
6.42988,6.92293,13.35281
3.61402,2.64564,6.25966
1.24898,4.16576,5.41474
0.93625,2.8845,3.8207500000000003
4.73556,6.42988,11.16544
2.03278,1.57519,3.60797
0.28436,7.48902,7.77338
4.9701,4.81156,9.78166
4.01245,8.41522,12.427669999999999
8.56683,7.75349,16.32032
4.16576,5.05807,9.22383
6.11056,0.05994,6.1705000000000005
6.41425,7.83592,14.25017
3.62942,3.79308,7.422499999999999
5.78154,6.26123,12.04277
9.18198,9.03622,18.2182
2.37665,3.40849,5.78514
2.26945,0.7048,2.97425
8.03424,0.78803,8.82227
3.79308,9.32257,13.11565
5.76754,0.43426,6.2018
6.92103,2.92696,9.84799
1.57519,5.74651,7.3217
7.66549,7.82099,15.48648
4.01245,2.36808,6.38053
9.32257,4.9701,14.292670000000001
2.44128,3.2762,5.71748
7.75349,5.74651,13.5
5.78154,2.03278,7.8143199999999995
6.42988,4.3401,10.76998
7.75349,3.27357,11.02706
2.88672,0.13986,3.02658
8.93925,3.40849,12.34774
1.56087,6.90474,8.46561
2.88672,0.81154,3.69826
6.40651,4.81156,11.21807
7.65581,5.10082,12.75663
6.92293,4.72185,11.64478
3.40849,6.75823,10.16672
7.75349,9.18198,16.93547
2.8845,2.78691,5.67141
2.88672,5.76754,8.65426
2.26945,8.25208,10.521529999999998
7.82099,0.81154,8.632530000000001
3.36626,2.26945,5.6357099999999996
1.86359,9.59422,11.45781
2.64564,0.75057,3.39621
0.78803,0.87128,1.65931
3.84136,4.81156,8.65292
7.6096,2.23918,9.848780000000001
6.65708,1.24898,7.90606
9.59422,6.61481,16.20903
4.01245,0.81154,4.82399
6.79943,1.84786,8.64729
4.36051,7.48902,11.84953
6.11056,7.48902,13.59958
7.65581,3.57216,11.22797
3.18803,3.98824,7.17627
9.42698,7.66549,17.09247
5.1333,4.01245,9.14575
5.524,5.78154,11.30554
6.60713,3.83524,10.44237
5.78154,4.07235,9.85389
3.84136,5.74651,9.587869999999999
5.76754,8.19637,13.96391
7.65581,1.24898,8.90479
5.72953,8.56683,14.29636
3.18803,6.90474,10.09277
6.92293,7.65581,14.57874
6.79943,3.03789,9.83732
4.3401,6.61481,10.95491
0.83128,8.56683,9.398109999999999
4.72185,2.78691,7.5087600000000005
0.05882,3.03789,3.09671
6.61481,2.36808,8.982890000000001
8.56683,1.16087,9.727699999999999
0.41107,4.80077,5.21184
9.32257,0.51048,9.83305
0.93625,9.88267,10.818919999999999
8.93925,6.42988,15.369129999999998
5.1333,0.83128,5.96458
5.1333,0.81154,5.94484
3.03789,6.28506,9.322949999999999
5.76754,8.39883,14.16637
6.92103,7.83592,14.75695
0.81154,3.61402,4.42556
0.05994,5.78154,5.84148
3.83524,1.16087,4.99611
0.87128,9.42698,10.29826
3.61402,5.51005,9.12407
0.44043,0.22097,0.6614
